[[[[[[[Manuela CAPELLO]]]]]]];ACOUSTICS (ACTIVE)
[[[[[[[Manuela CAPELLO]]]]]]];ACOUSTICS (PASSIVE)
[[[[[[[Manuela CAPELLO]]]]]]];AGGREGATION (SPATIAL)
[[[[[[[Manuela CAPELLO]]]]]]];ALGORITHMICS
[[[[[[[Manuela CAPELLO]]]]]]];ANIMAL COMMUNITY
[[[[[[[Manuela CAPELLO]]]]]]];ARTIFICIAL INTELLIGENCE
[[[[[[[Manuela CAPELLO]]]]]]];ARTIFICIAL NEURAL NETWORK
[[[[[[[Manuela CAPELLO]]]]]]];ARTISANAL FISHERY
[[[[[[[Manuela CAPELLO]]]]]]];ATLANTIC OCEAN (INTERTROPICAL)
[[[[[[[Manuela CAPELLO]]]]]]];BEHAVIOUR (FISH)
[[[[[[[Manuela CAPELLO]]]]]]];BEHAVIOUR (FISHERMEN)
[[[[[[[Manuela CAPELLO]]]]]]];BIODIVERSITY
[[[[[[[Manuela CAPELLO]]]]]]];BIODIVERSITY (ANTHROPOGENIC INFLUENCE)
[[[[[[[Manuela CAPELLO]]]]]]];BIODIVERSITY (CONSERVATION)
[[[[[[[Manuela CAPELLO]]]]]]];BIODIVERSITY (HOTSPOT)
[[[[[[[Manuela CAPELLO]]]]]]];BIODIVERSITY (MARINE)
[[[[[[[Manuela CAPELLO]]]]]]];BIOLOGY (COMPUTATIONAL)
[[[[[[[Manuela CAPELLO]]]]]]];BIOLOGY (MARINE)
[[[[[[[Manuela CAPELLO]]]]]]];BIOMASS (OCEAN)
[[[[[[[Manuela CAPELLO]]]]]]];BIOSTATISTICS
[[[[[[[Manuela CAPELLO]]]]]]];BYCATCH AND DISCARD (FISHERIES)
[[[[[[[Manuela CAPELLO]]]]]]];CAPACITY BUILDING
[[[[[[[Manuela CAPELLO]]]]]]];CATCHABILITY
[[[[[[[Manuela CAPELLO]]]]]]];CENTRAL EAST ATLANTIC OCEAN
[[[[[[[Manuela CAPELLO]]]]]]];CHLOROPHYLL
[[[[[[[Manuela CAPELLO]]]]]]];CLIMATE ADAPTATION
[[[[[[[Manuela CAPELLO]]]]]]];CLIMATE CHANGE IMPACTS
[[[[[[[Manuela CAPELLO]]]]]]];COLLECTIVE BEHAVIOUR
[[[[[[[Manuela CAPELLO]]]]]]];COMPLEX SYSTEM
[[[[[[[Manuela CAPELLO]]]]]]];COMPUTER SCIENCE
[[[[[[[Manuela CAPELLO]]]]]]];CONSERVATION BIOLOGY
[[[[[[[Manuela CAPELLO]]]]]]];DATA (ACOUSTICS)
[[[[[[[Manuela CAPELLO]]]]]]];DATA (ENVIRONMENTAL, SOCIO-ECOLOGICAL)
[[[[[[[Manuela CAPELLO]]]]]]];DATA (FISHERIES)
[[[[[[[Manuela CAPELLO]]]]]]];DATA (MULTISOURCE)
[[[[[[[Manuela CAPELLO]]]]]]];DATA (QUALITATIVE)
[[[[[[[Manuela CAPELLO]]]]]]];DATA (SATELLITE)
[[[[[[[Manuela CAPELLO]]]]]]];DATA ANALYSIS
[[[[[[[Manuela CAPELLO]]]]]]];DATA ASSIMILATION
[[[[[[[Manuela CAPELLO]]]]]]];DATA COLLECTION
[[[[[[[Manuela CAPELLO]]]]]]];DATA CURATION
[[[[[[[Manuela CAPELLO]]]]]]];DATA DISSEMINATION
[[[[[[[Manuela CAPELLO]]]]]]];DATA DRIVEN APPROACH
[[[[[[[Manuela CAPELLO]]]]]]];DATA HETEROGENEITY
[[[[[[[Manuela CAPELLO]]]]]]];DATA INTEGRATION
[[[[[[[Manuela CAPELLO]]]]]]];DATA INTEROPERABILITY
[[[[[[[Manuela CAPELLO]]]]]]];DATA MANAGEMENT
[[[[[[[Manuela CAPELLO]]]]]]];DATA MANAGEMENT PLAN
[[[[[[[Manuela CAPELLO]]]]]]];DATA MINING
[[[[[[[Manuela CAPELLO]]]]]]];DATA POOR CONTEXT
[[[[[[[Manuela CAPELLO]]]]]]];DATA PREPROCESSING
[[[[[[[Manuela CAPELLO]]]]]]];DATA PROCESSING
[[[[[[[Manuela CAPELLO]]]]]]];DATA QUALITY ASSESSMENT
[[[[[[[Manuela CAPELLO]]]]]]];DATA REANALYSIS
[[[[[[[Manuela CAPELLO]]]]]]];DATA SCIENCE
[[[[[[[Manuela CAPELLO]]]]]]];DATA SHARING
[[[[[[[Manuela CAPELLO]]]]]]];DECISION SUPPORT TOOL
[[[[[[[Manuela CAPELLO]]]]]]];DIFFERENTIAL EQUATION
[[[[[[[Manuela CAPELLO]]]]]]];DYNAMICAL SYSTEM
[[[[[[[Manuela CAPELLO]]]]]]];EAF (ECOSYSTEM APPROACH TO FISHERIES)
